Store Name (EN),Store Name (AR),Reason Not Eligible,Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
Wareed Lab,مختبرات وريد الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://wareed.com.sa/lab,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/wareed-lab-018e5bab-e4c1-7101-1dbf-5ee9e57671cc,"paymentLink, split-in-4",http_403,
weghatak study abroad company,شركة وجهتك للدراسة في الخارج,Travel & tourism services,Travel & Tourism,Low,25,https://weghatak.com,,,,,,,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/weghatak-study-abroad-company-018afab6-7b1e-aa18-6619-0c7871515e51,"paymentLink, split-in-4",URLError,
wowclinic,واو كلينك,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://wowclinic.net,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/wowclinic-018a36e9-bf5c-3421-c2dd-962b9d4a69ee,"paymentLink, split-in-4",http_503,"WowClinic offers specialized beauty and dermatology services, exclusive medical promotions for various clinics, carefully selected dermatologists, and convenient payment options."
X4 Car Rental,X4 Car Rental,Travel & tourism services,Travel & Tourism,Low,25,https://x4dubai.com,,,,,,,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/x4-car-rental-018de047-65c3-1af9-1816-c2a4bbedcf83,"paymentLink, split-in-4",http_403,
yacht group,yacht group,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://alyachtgroup.com/en,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/yacht-group-019102cf-1f2c-56c4-2cf7-3f8f09cec584,"paymentLink, split-in-4",RuntimeError,Al Yacht Car Services Workshop offers various automotive services to enhance and maintain your vehicle's performance and appearance.
Zahra Al Gaeem General Medical Group,مجمع زهرة القيم الطبي العام,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://linktr.ee/zahrat_alqayam,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/zahra-al-gaeem-general-medical-group-0189c960-b7b7-a6a0-df3e-cf4aab35a34a,"paymentLink, split-in-4",not crawled,
Zan Beauty Clinic,زان بيوتي كلينك,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://zanclinics.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/zan-beauty-clinic-018bb41c-fe4b-35b6-0906-5015564e7b6a,"paymentLink, split-in-4",URLError,Zan Beauty Clinic: Your Sanctuary to Relax & Recharge Experience Transformative Skin Care at Zan Clinic in Jeddah. Rediscover Your Natural Beauty Today
,أورجينال لمصاعد,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://original-elevators.com/en/home-3,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/awrjynal-lmsaad-018d5bdc-213b-e0d0-3df1-be36d510126a,"paymentLink, split-in-4",http_404,"This merchant offers a variety of products across different categories, catering to diverse customer needs and preferences. Their range includes items that are designed to enhance everyday life, provi"
,اعجوبة السفر للسفر والسياحة,Travel & tourism services,Travel & Tourism,Low,25,https://marveltravel.com.sa,,,,,,,,Travel,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/aajwbh-alsfr-llsfr-walsyahh-0189539a-acb7-16c5-9e1e-bde52f5a81c0,"paymentLink, split-in-4",URLError,
,الدعم المتكامل,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://linktr.ee/isupport.sa,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/aldam-almtkaml-018d8818-6b9d-2999-b745-3f9f52fbef0b,"paymentLink, split-in-4",not crawled,"Integrated support for various services and products, offering comprehensive solutions to meet diverse needs."
,الرعاية الراقية الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://hcp-sa.com/HighCare/Pharmacy/Products,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/high-care-medical-company,"paymentLink, split-in-4",http_404,
,ريحانه روز,Entertainment / leisure services,Entertainment & Leisure,Low,25,https://rihannarose.com,,,,,,,,Entertainment,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/ryhnh-rwz-019169ba-f636-8ce5-0b80-7ce08f494d52,"paymentLink, split-in-4",URLError,
,ريشة ستور,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://reeasha.com,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/ryshh-stwr-018e0489-910e-d9c3-fb26-5402a79048ae,"paymentLink, split-in-4",TimeoutError,"Risha Store specializes in canvas paintings, offering a variety of artistic designs to enhance your space. Whether you're looking for modern art or classic styles, Risha Store has something to suit ev"
,شركة الجلد الذهبي الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://bella-dermclinics.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aljld-althhby-altbyh-018e2872-5ae2-d544-109b-d9fc330faddf,"paymentLink, split-in-4",URLError,"Bella Derm Clinics offer specialized services in dermatology and laser treatments. We have locations in Riyadh, Jeddah, and Dubai."
,شركة الخدمات المتألقة,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://glorious-services.com,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrk-lkhdmt-lmt-lq-018952fe-980a-d4ec-7651-7cac00579515,"paymentLink, split-in-4",URLError,"At Glorious Services, we pride ourselves on delivering exceptional customer care, meticulously attending to every detail."
,شركة العائلة اولا الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://familyfirstksa.com/about,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrk-l-y-l-wl-ltby-0191adb1-c5f0-f157-c911-a442fd3fe613,"paymentLink, split-in-4",URLError,
,شركة حراء الطبية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://hiraamedicalcomplex.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-hraa-altbyh-018f7c07-aa41-e1ee-56db-3c0082f6debb,"paymentLink, split-in-4",RuntimeError,"Hira Medical Center is one of the best medical centers in Riyadh, dedicated to providing high-quality healthcare to patients. Our integrated team possesses the expertise and skills needed for accurate"
,شركة زهرة الآراك,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://zahrat-alarak-dentalclinic.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-zhrh-alaarak-018952cf-789e-c78e-c115-6c718e342be7,"paymentLink, split-in-4",RuntimeError,"This merchant offers a diverse range of products aimed at enhancing your shopping experience. Their categories include various items tailored to meet different needs and preferences, ensuring customer"
,شركة فندق المدى العربية,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://linktr.ee/almadahotel,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-fndq-almda-alarbyh-018eb7e1-e099-65e0-0c81-54d8711faea0,"paymentLink, split-in-4",not crawled,Linktree allows you to maximize the potential of your links.
,شركه اول  الايم الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://alaym.co,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-awl-alaym-altby-01906d52-9f42-558e-6c07-6cb105896967,"paymentLink, split-in-4",RuntimeError,"Awal Alaym Medical Center provides high-quality healthcare services in Jubail, specializing in dermatology, dentistry, emergency care, women's health, and internal medicine. We invite you to visit us "
,عيادات الجمال و الرفاهية,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://aljamalwalrafahia.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/aljamal-wlarafahia-clinics,"deals, paymentLink, split-in-4",RuntimeError,
,عيادات سمايا,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://samayaclinics11.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/ydt-smy-01890d36-7d49-236d-e38e-05fdd840a54a,"paymentLink, split-in-4",http_404,
,عيادات مسك كير للعلاج الطبيعي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://mskcaresa.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/ayadat-msk-kyr-llalaj-altbyay-01895412-b01d-4a65-9bc5-2486f9303f7e,"paymentLink, split-in-4",RuntimeError,"Misk Care Clinics offers a comprehensive range of physical therapy, rehabilitation, and muscle recovery services. Learn more about our services, medical team, and how to book an appointment. Enhance y"
,كوكب الصغار لضيافة الأطفال,Education / training services,Education & Training,Low,25,https://linktr.ee/kidss_planet,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/kwkb-lsgr-ldyf-l-tfl-018dc5a3-2836-3ce7-9ef2-e1f83428191c,"paymentLink, split-in-4",not crawled,"We host and provide care for newborns up to 12 years old, aiming to create a specialized enriching environment for the development of each child ."
,كوكب اليابان,Education / training services,Education & Training,Low,25,https://jp-sa.shop,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/kwkb-lybn-0192fdd1-09cf-606d-700d-d174659314cc,"paymentLink, split-in-4",URLError,
,مؤسسة المرحلة القادمة التجارية,Meal-plan / food subscription service,Food Service & Restaurants,Low,25,https://next-levelksa.com/product/mutant-mass-dual-chamber,,,,,,,,Meal plans,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-almrhlh-alqadmh-altjaryh-018e7496-b31a-d9ea-a1ef-2a105bc8e955,"paymentLink, split-in-4",URLError,"The merchant offers a wide range of products across various categories, focusing on quality and customer satisfaction. Their offerings include electronics, fashion, home goods, and more, catering to d"
,مؤسسة بنايات الأفق التجارية,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://panayat-alafaq.com,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-bnayat-alafq-altjaryh-018f7073-c2be-226c-0d40-734848e0a236,"paymentLink, split-in-4",URLError,Transform your home into a space that reflects your lifestyle and unique taste with distinctive and innovative designs.
,مؤسسة ركيزة الاعمار التجارية,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://rkyezt.com,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-rkyzh-alaamar-altjaryh-01904eea-d09e-ff85-4c65-131de9d769b7,"paymentLink, split-in-4",URLError,An ideal online store to experience and showcase the unique capabilities and features of our products.
,مؤسسة فهد رمضان ابن شنان الزهراني التجارية,Salon & spa services,Beauty Services (Salons & Spas),Low,25,https://lamsa-krj.com,,,,,,,,Salons & Spas,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mussh-fhd-rmdhan-abn-shnan-alzhrany-altjaryh-018d97e4-9136-bc3a-68b9-2ee79546fb84,"paymentLink, split-in-4",URLError,"This merchant specializes in a variety of products and services, catering to different customer needs. They offer a wide range of categories to enhance the shopping experience and meet diverse prefere"
,مجمع الالماس كلينك الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://alalmascllinic.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mjma-alalmas-klynk-altby-018d5fdc-2cc7-7b65-5e14-aa5f75b654c9,"paymentLink, split-in-4",URLError,
,مجمع الدكتور محمد عداوي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://adawigizan.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mjma-aldktwr-mhmd-adawy-0189525e-34f0-a0af-e9a1-f586f0ebbe4e,"paymentLink, split-in-4",RuntimeError,
,مجمع الفجر الطبي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://alfajrclinic.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mjma-alfjr-altby-018953b0-f999-c122-5612-8cc7cd111838,"paymentLink, split-in-4",URLError,"Al Fajr Medical Complex excels in providing high-quality medical services with the latest technical equipment, handled by highly experienced doctors to meet all your needs."
,مجمع الينا لطب الاسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://alenaclinics.com,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/alena-medical-center,"paymentLink, split-in-4",URLError,"A center specialized in pediatric dentistry, implants, orthodontics and cosmetic dentistry"
,مجمع عيادات دكتوره سحر سعد الدوسري,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://ssdmedical.com.sa,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mjma-ayadat-dktwrh-shr-sad-aldwsry-01912b6f-871b-ef26-9cfa-915d798e241d,"paymentLink, split-in-4",RuntimeError,"This merchant offers a diverse range of products across various categories, ensuring that customers can find what they need. With a focus on quality and customer satisfaction, the merchant provides an"
,مجمع فيصل الألماس لطب الأسنان,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://linktr.ee/faisalalmas,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mjma-fysl-alalmas-ltb-alasnan-01895325-c1ac-5fea-236a-dd42059db1f6,"paymentLink, split-in-4",not crawled,Faisal Almas Dental Center offers a range of dental services to meet your oral health needs.
,مركز السوسن لضيافة الأطفال,Education / training services,Education & Training,Low,25,https://alsawsankids.com,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-alswsn-ldhyafh-alatfal-0190c57a-258e-5d54-37a8-b97ce286c1fc,"paymentLink, split-in-4",URLError,"We are honored to care for your children during your busy times, with the assurance of safe Saudi hands under the supervision of the Ministry of Human Resources and Social Development. Our services ar"
,مركز براعة للتدريب,Education / training services,Education & Training,Low,25,https://store.albaraah.sa/ar,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-br-lltdryb-01934490-b12e-b096-bca1-2a925bd35cd7,"paymentLink, split-in-4",http_403,
,مركز تمكّن للعلاج الطبيعي,Healthcare / clinic services,Healthcare Services (Clinics),Low,25,https://tamakon.sa,,,,,,,,Clinics,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-tmkn-llalaj-altbyay-018ebc8f-b901-a641-dc95-7ce8609283f6,"paymentLink, split-in-4",URLError,"The merchant offers a diverse range of products across various categories, catering to a broad audience. Their collection includes items designed to meet different needs and preferences, ensuring a sa"
,مركز دوح لضيافة الأطفال,Education / training services,Education & Training,Low,25,https://linktr.ee/dooh.sa,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-dwh-ldyf-l-tfl-0191c139-69f2-fc18-ec89-111a8acb5854,"paymentLink, split-in-4",not crawled,
,مركز سمو المعرفة لضيافة الاطفال,Education / training services,Education & Training,Low,25,https://linktr.ee/s.m.w.78m,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-smw-lm-rf-ldyf-ltfl-01915a48-8763-ece9-8f64-e3ca99fe1959,"paymentLink, split-in-4",not crawled,
,مركز صناعة العبقرية للتدريب,Education / training services,Education & Training,Low,25,https://linktr.ee/gmc_sa,,,,,,,,Training & Courses,Online store + physical store,Yes,,https://tabby.sa/en-SA/shop/stores/mrkz-snaah-alabqryh-lltdryb-01895331-73f8-c3e0-57ae-bc57ceccead4,"paymentLink, split-in-4",not crawled,Linktree enables you to maximize the potential of your links. It offers a platform where you can organize and enhance the functionality of your links.
